timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,,smooth_accel_x,smooth_accel_y,smooth_accel_z,smooth_gyro_x,smooth_gyro_y,smooth_gyro_z,smooth_mag_x,smooth_mag_y,smooth_mag_z
7.20E+12,-0.25341797,0.06387329,9.64679,9.77E-04,-0.002685547,-0.001434326,-13.427734,18.226624,-46.76056,,-0.249831541,0.055928628,9.624346143,0.000680856,-0.002496818,-0.001108458,-13.38044683,18.2269578,-46.72441843
7.20E+12,-0.25550842,0.056640625,9.604294,0.002532959,-0.00163269,-0.001968384,-13.427734,18.226624,-46.76056,,-0.25266998,0.056284627,9.614320072,0.001606908,-0.002064754,-0.001538421,-13.40409041,18.2267909,-46.74248922
7.20E+12,-0.25497437,0.06283569,9.595535,0.002487183,-5.34E-04,-0.001358032,-13.876343,18.533325,-47.23816,,-0.253822175,0.059560158,9.604927536,0.002047045,-0.001299406,-0.001448227,-13.64021671,18.38005795,-46.99032461
7.20E+12,-0.2437439,0.078933716,9.662369,0.001998901,-6.71E-04,-3.66E-04,-13.876343,18.533325,-47.23816,,-0.248783038,0.069246937,9.633648268,0.002022973,-0.000985396,-0.000907219,-13.75827985,18.45669148,-47.1142423
7.20E+12,-0.2781372,0.06555176,9.685608,6.71E-04,-0.001098633,-0.001022339,-13.876343,18.533325,-47.23816,,-0.263460119,0.067399349,9.659628134,0.00134718,-0.001042015,-0.000964779,-13.81731143,18.49500824,-47.17620115
7.20E+12,-0.2801361,0.066986084,9.626572,5.34E-04,-0.001098633,-0.002105713,-13.876343,18.533325,-47.23816,,-0.271798109,0.067192716,9.643100067,0.000940619,-0.001070324,-0.001535246,-13.84682721,18.51416662,-47.20718058
7.20E+12,-0.2597351,0.053771973,9.599701,9.31E-04,-0.001815796,-0.001785278,-13.342285,18.852234,-47.1344,,-0.265766605,0.060482345,9.621400533,0.000935702,-0.00144306,-0.001660262,-13.59455611,18.68320031,-47.17079029
7.20E+12,-0.25291443,0.0539093,9.590027,2.44E-04,-0.001495361,-0.002105713,-13.342285,18.852234,-47.1344,,-0.259340517,0.057195822,9.605713767,0.000589922,-0.001469211,-0.001882988,-13.46842055,18.76771715,-47.15259514
7.20E+12,-0.24002075,0.07823181,9.626389,0.001312256,-0.002563477,-0.001037598,-13.342285,18.852234,-47.1344,,-0.249680634,0.067713816,9.616051383,0.000951089,-0.002016344,-0.001460293,-13.40535278,18.80997558,-47.14349757
7.20E+12,-0.20329285,0.07640076,9.631165,0.001220703,-0.003234863,-3.66E-04,-13.342285,18.852234,-47.1344,,-0.226486742,0.072057288,9.623608192,0.001085896,-0.002625603,-0.000913252,-13.37381889,18.83110479,-47.13894879
7.20E+12,-0.22961426,0.07714844,9.620224,1.22E-04,-0.002441406,-3.66E-04,-13.417053,18.339539,-47.491455,,-0.228050501,0.074602864,9.621916096,0.000603983,-0.002533505,-0.000639731,-13.39543594,18.58532189,-47.31520189
7.20E+12,-0.21737671,0.08583069,9.644791,6.87E-04,-0.002166748,-0.001190186,-13.417053,18.339539,-47.491455,,-0.222713605,0.080216777,9.633353548,0.000645314,-0.002350126,-0.000914958,-13.40624447,18.46243045,-47.40332845
7.20E+12,-0.24079895,0.08227539,9.56955,6.10E-05,-0.002166748,-5.65E-04,-13.417053,18.339539,-47.491455,,-0.231756278,0.081246084,9.601451774,0.000353175,-0.002258437,-0.000739767,-13.41164874,18.40098472,-47.44739172
7.20E+12,-0.22784424,0.05267334,9.600143,6.71E-04,-0.001358032,-3.66E-04,-13.417053,18.339539,-47.491455,,-0.229800259,0.066959712,9.600797387,0.000512281,-0.001808235,-0.000552989,-13.41435087,18.37026186,-47.46942336
7.20E+12,-0.2507019,0.086868286,9.654724,3.05E-05,-0.001098633,-0.002151489,-13.748169,18.501282,-47.895813,,-0.240251079,0.076913999,9.627760693,0.000271399,-0.001453434,-0.001352239,-13.58125993,18.43577193,-47.68261818
7.20E+12,-0.23536682,0.06266785,9.539505,7.93E-04,-0.001098633,-0.001556397,-13.748169,18.501282,-47.895813,,-0.23780895,0.069790924,9.583632847,0.000532428,-0.001276033,-0.001454318,-13.66471447,18.46852697,-47.78921559
7.20E+12,-0.24186707,0.070114136,9.5646515,9.31E-04,-0.001098633,-0.001434326,-13.748169,18.501282,-47.895813,,-0.23983801,0.06995253,9.574142173,0.000731607,-0.001187333,-0.001444322,-13.70644173,18.48490448,-47.8425143
7.20E+12,-0.23364258,0.062072754,9.574844,0.001907349,-0.002090454,-0.001434326,-13.748169,18.501282,-47.895813,,-0.236740295,0.066012642,9.574493087,0.001319478,-0.001638894,-0.001439324,-13.72730537,18.49309324,-47.86916365
7.20E+12,-0.23098755,0.053009033,9.637131,9.77E-04,-0.002166748,-0.001434326,-14.030457,19.53888,-47.80426,,-0.233863922,0.059510838,9.605812043,0.00114802,-0.001902821,-0.001436825,-13.87888118,19.01598662,-47.83671182
7.20E+12,-0.22601318,0.06147766,9.580444,0.001876831,-0.002166748,-0.001434326,-14.030457,19.53888,-47.80426,,-0.229938551,0.060494249,9.593128022,0.001512426,-0.002034784,-0.001435576,-13.95466909,19.27743331,-47.82048591
7.20E+12,-0.23344421,0.07823181,9.574387,9.31E-04,-0.002166748,-0.001434326,-14.030457,19.53888,-47.80426,,-0.231691381,0.069363029,9.583757511,0.001221606,-0.002100766,-0.001434951,-13.99256305,19.40815666,-47.81237296
7.20E+12,-0.25775146,0.08068848,9.693863,9.16E-04,-0.001144409,7.02E-04,-14.115906,19.282532,-47.720337,,-0.24472142,0.075025755,9.638810255,0.001068567,-0.001622588,-0.000366523,-14.05423452,19.34534433,-47.76635498
7.20E+12,-0.2225647,0.08207703,9.682526,-4.58E-05,-0.004302979,6.56E-04,-14.115906,19.282532,-47.720337,,-0.23364306,0.078551392,9.660668128,0.000511395,-0.002962783,0.000144802,-14.08507026,19.31393816,-47.74334599
7.20E+12,-0.21386719,0.0665741,9.6488495,0.001922607,-0.004241943,-2.90E-04,-14.115906,19.282532,-47.720337,,-0.223755125,0.072562746,9.654758814,0.001217001,-0.003602363,-7.26E-05,-14.10048813,19.29823508,-47.73184149
7.20E+12,-0.2917633,0.04269409,9.646271,9.31E-04,-0.003326416,6.26E-04,-14.115906,19.282532,-47.720337,,-0.257759213,0.057628418,9.650514907,0.001073894,-0.00346439,0.000276527,-14.10819707,19.29038354,-47.72608925
